Collection,Location,Box,Folder,Series,Subseries,Description
Glenn,01-7-31-11-05-0-1,476,3,Constituent Services,Grants and Projects,"Summit County - General File, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,4,Constituent Services,Grants and Projects,"Trumbull County - Warren - Low Income Housing Tax Credits, 1997."
Glenn,01-7-31-11-05-0-1,476,5,Constituent Services,Grants and Projects,"Tuscarawas County - Uhrichsville - Community Oriented Policing Services, 1998."
Glenn,01-7-31-11-05-0-1,476,6,Constituent Services,Grants and Projects,"Union County - Milford Center - Water and Sewer Project, 1998."
Glenn,01-7-31-11-05-0-1,476,7,Constituent Services,Grants and Projects,"Vinton County - McArthur - Industrial Park Project, 1998."
Glenn,01-7-31-11-05-0-1,476,8,Constituent Services,Grants and Projects,"Warren County - Waynesville - Community Oriented Policing Services, 1998."
Glenn,01-7-31-11-05-0-1,476,9,Constituent Services,Grants and Projects,"Washington County - Macksburg - Water System Project, 1997."
Glenn,01-7-31-11-05-0-1,476,10,Constituent Services,Grants and Projects,"Wood County - General File, 1998."
Glenn,01-7-31-11-05-0-1,476,11,Constituent Services,Grants and Projects,"Wyandot County - General File, 1997."
Glenn,01-7-31-11-05-0-1,476,12,Constituent Services,Grants and Projects,"Grant Awards - Department of Agriculture, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,13,Constituent Services,Grants and Projects,"Grant Awards - Department of Commerce, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,14,Constituent Services,Grants and Projects,"Grant Awards - Corporation for National Service, Americorps, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,15,Constituent Services,Grants and Projects,"Grant Awards - Department of Education, 1998."
Glenn,01-7-31-11-05-0-1,476,16,Constituent Services,Grants and Projects,"Grant Awards - Department of Energy, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,17,Constituent Services,Grants and Projects,"Grant Awards - Environmental Protection Agency, 1997."
Glenn,01-7-31-11-05-0-1,476,18,Constituent Services,Grants and Projects,"Grant Awards - Environmental Protection Agency, 1998."
Glenn,01-7-31-11-05-0-1,476,19,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, Administration for Children and Families, 1997."
Glenn,01-7-31-11-05-0-1,476,20,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, Administration for Children and Families, January-July 1998."
Glenn,01-7-31-11-05-0-1,476,21,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, Administration for Children and Families, August-December 1998."
Glenn,01-7-31-11-05-0-1,476,22,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Institute on Aging, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,23,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Institute on Alcohol Abuse and Alcoholism, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,24,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Institute of Allergy and Infectious Diseases, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,25,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Institute of Arthritis and Musculoskeletal and Skin Diseases, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,26,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Cancer Institute, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,27,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Institute of Child Health and Human Development, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,28,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Institute on Deafness and other Communications Disorders, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,29,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Institute of Dental Research, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,30,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Institute of Diabetes and Digestive and Kidney Diseases, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,31,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Institute on Drug Abuse, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,32,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Institute of Environmental Health Sciences, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,33,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Eye Institute, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,34,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, Fogarty International Center, 1997."
Glenn,01-7-31-11-05-0-1,476,35,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Institute of General Medical Sciences, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,36,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Heart, Lung, and Blood Institute, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,37,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Human Genome Research Institute, 1997."
Glenn,01-7-31-11-05-0-1,476,38,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Institute of Mental Health, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,39,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Institute of Neurological Disorders and Stroke, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,40,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Institute of Nursing Research, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,41,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, National Institutes of Health, National Center for Research Resources, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,42,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, Office of the Assistant Secretary for Planning and Evaluation, 1998."
Glenn,01-7-31-11-05-0-1,476,43,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, Public Health Service, Centers for Disease Control and Prevention, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,44,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, Public Health Service, Food and Drug Administration, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,45,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, Public Health Service, Health Resources and Services Administration, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,46,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, Public Health Service, Miscellaneous Agencies, 1997-1998."
Glenn,01-7-31-11-05-0-1,476,47,Constituent Services,Grants and Projects,"Grant Awards - Department of Health and Human Services, Public Health Service, Substance Abuse and Mental Health Services Administration, 1998."
Glenn,01-7-31-11-05-0-1,476,48,Constituent Services,Grants and Projects,"Grant Awards - Department of Housing and Urban Development, 1997."
Glenn,01-7-31-11-05-0-1,476,49,Constituent Services,Grants and Projects,"Grant Awards - Department of Housing and Urban Development, 1998."
Glenn,01-7-31-09-06-0-1,477,1,Constituent Services,Grants and Projects,"Grant Awards - Institute of Museum and Library Services, 1998."
Glenn,01-7-31-09-06-0-1,477,2,Constituent Services,Grants and Projects,"Grant Awards - Department of the Interior, 1997-1998."
Glenn,01-7-31-09-06-0-1,477,3,Constituent Services,Grants and Projects,"Grant Awards - Department of Justice, 1997"
Glenn,01-7-31-09-06-0-1,477,4,Constituent Services,Grants and Projects,"Grant Awards - Department of Justice, 1998."
Glenn,01-7-31-09-06-0-1,477,5,Constituent Services,Grants and Projects,"Grant Awards - Department of Labor, 1997-1998."
Glenn,01-7-31-09-06-0-1,477,6,Constituent Services,Grants and Projects,"Grant Awards - Legal Services Corporation, 1997-1998."
Glenn,01-7-31-09-06-0-1,477,7,Constituent Services,Grants and Projects,"Grant Awards - Federal Mediation and Conciliation Service, 1997-1998."
Glenn,01-7-31-09-06-0-1,477,8,Constituent Services,Grants and Projects,"Grant Awards - National Aeronautics and Space Administration, 1997."
Glenn,01-7-31-09-06-0-1,477,9,Constituent Services,Grants and Projects,"Grant Awards - National Endowment for the Arts, 1997-1998."
Glenn,01-7-31-09-06-0-1,477,10,Constituent Services,Grants and Projects,"Grant Awards - National Endowment for the Humanities, 1997-1998."
Glenn,01-7-31-09-06-0-1,477,11,Constituent Services,Grants and Projects,"Grant Awards - Department of Transportation, 1997-1998."
Glenn,01-7-31-09-06-0-1,477,12,Constituent Services,Grants and Projects,"Grant Awards - Department of the Treasury, 1998."
Glenn,01-7-31-09-06-0-1,477,13,Constituent Services,Grants and Projects,"Grant Awards - United States Information Agency, 1997."
Glenn,01-7-31-09-06-0-1,477,14,Constituent Services,Grants and Projects,"Grant Awards - Department of Veteran Affairs, 1997."
Glenn,01-7-31-09-06-0-1,477,15,Constituent Services,Grants and Projects,"Grant Awards - Ohio Arts Council, 1998."
Glenn,01-7-31-09-06-0-1,477,16,Constituent Services,Grants and Projects,"Grant Awards - Ohio Department of Development, 1997."
Glenn,01-7-31-09-06-0-1,477,17,Constituent Services,Grants and Projects,"Grant Awards - Ohio Historic Preservation Office, 1998."
Glenn,01-7-31-09-06-0-1,477,18,Constituent Services,Grants and Projects,"Grant Awards - Ohio Humanities Council, 1998."
Glenn,01-7-31-09-06-0-1,477,19,Constituent Services,Grants and Projects,"Grant Awards - Ohio Department of Natural Resources, 1997-1998."
Glenn,01-7-31-09-06-0-1,477,20,Constituent Services,Grants and Projects,"Grant Awards - Miscellaneous Private Foundations, 1997-1998."
Glenn,01-7-31-09-06-0-1,477,21,Constituent Services,Grants and Projects,"Special Project - Ohio Defense Procurement Conferences, August 1985 - correspondence and memorandum."
Glenn,01-7-31-09-06-0-1,477,22,Constituent Services,Grants and Projects,"Special Project - Ohio Defense Procurement Conferences, August 1985 - conference handout."
Glenn,01-7-31-09-06-0-1,477,23,Constituent Services,Grants and Projects,"Special Project - Ohio Defense Procurement Conferences, August 1985 - labor unions."
Glenn,01-7-31-09-06-0-1,477,24,Constituent Services,Grants and Projects,"Special Project - Ohio Defense Procurement Conferences, August 1985 - lists of participates."
Glenn,01-7-31-09-06-0-1,477,25,Constituent Services,Grants and Projects,"Special Project - Ohio Defense Procurement Conferences, August 1985 - logistics."
Glenn,01-7-31-09-06-0-1,477,26,Constituent Services,Grants and Projects,"Special Project - Ohio Defense Procurement Conferences, August 1985 - minorities."
Glenn,01-7-31-09-06-0-1,477,27,Constituent Services,Grants and Projects,"Special Project - Ohio Defense Procurement Conferences, August 1985 - publicity."
Glenn,01-7-31-09-06-0-1,477,28,Constituent Services,Grants and Projects,"Special Project - Ohio Defense Procurement Conferences, August 1985 - State of Ohio departments."
Glenn,01-7-31-09-06-0-1,477,29,Constituent Services,Grants and Projects,"Special Project - Ohio Defense Procurement Conferences, Cleveland, August 5, 1985."
Glenn,01-7-31-09-06-0-1,477,30,Constituent Services,Grants and Projects,"Special Project - Ohio Defense Procurement Conferences, Columbus, August 7, 1985."
Glenn,01-7-31-09-06-0-1,477,31,Constituent Services,Grants and Projects,"Special Project - Ohio Defense Procurement Conferences, Cincinnati, August 9, 1985."
Glenn,01-7-31-09-06-0-1,477,32,Constituent Services,Grants and Projects,"Special Project - Ohio Defense Procurement Conferences, August 1986 - general file."
Glenn,01-7-31-09-06-0-1,477,33,Constituent Services,Grants and Projects,"Special Project - Ohio Defense Procurement Conferences, August 1986 - lists of participates."
Glenn,01-7-31-09-06-0-1,477,34,Constituent Services,Grants and Projects,"Special Project - Ohio Defense Procurement Conferences, Akron, August 20, 1986."
Glenn,01-7-31-09-06-0-1,477,35,Constituent Services,Grants and Projects,"Special Project - Ohio Defense Procurement Conferences, Dayton, August 22, 1986."
Glenn,01-7-31-09-06-0-1,477,36,Constituent Services,Grants and Projects,"Special Project - Defense Procurement Outreach Centers, Akron and Lorain, 1986."
Glenn,01-7-31-09-06-0-1,477,37,Constituent Services,Grants and Projects,"Special Project - Federal and State Procurement Workshop, Lawrence County, July 2, 1986."
Glenn,01-7-31-09-06-0-1,477,38,Constituent Services,Grants and Projects,"Special Project - Minority Enterprise Development and Procurement Conference, Kings Island, October 8 & 9, 1986."
Glenn,01-7-31-09-06-0-1,477,39,Constituent Services,Grants and Projects,"Special Project - National Defense Subcontractors Expo, Columbus, November 5 & 6, 1986."
Glenn,01-7-31-09-06-0-1,477,40,Constituent Services,Grants and Projects,"Special Project - Procurement Assistance Seminar, Ohio Department of Development, Columbus, February 17 & 18, 1987."
Glenn,01-7-31-09-06-0-1,477,41,Constituent Services,Grants and Projects,"Special Project - Ohio Conference on Procurement Technical Assistance, Ohio Small Business Development Center, Columbus, July 13, 1987."
Glenn,01-7-31-09-06-0-1,477,42,Constituent Services,Grants and Projects,"Special Project - Ohio Veterans Service-Delivery Task Force, 1994-1995."
Glenn,01-7-31-09-06-0-1,477,43,Constituent Services,Grants and Projects,"Special Project - Ohio Veterans Service-Delivery Task Force, 1996-1998."
Glenn,01-7-07-12-02-0-1,478,1,Constituent Services,Grants and Projects,"Cleveland Office - Akron American Friends Service Committee, 1995."
Glenn,01-7-07-12-02-0-1,478,2,Constituent Services,Grants and Projects,"Cleveland Office - Akron Metro YMCA Phoenix School, 1995."
Glenn,01-7-07-12-02-0-1,478,3,Constituent Services,Grants and Projects,"Cleveland Office - Akron, general file, 1992."
Glenn,01-7-07-12-02-0-1,478,4,Constituent Services,Grants and Projects,"Cleveland Office - Ashtabula River Partnership, 1995."
Glenn,01-7-07-12-02-0-1,478,5,Constituent Services,Grants and Projects,"Cleveland Office - Birth Defects, 1990s."
Glenn,01-7-07-12-02-0-1,478,6,Constituent Services,Grants and Projects,"Cleveland Office - Black River Remedial Action Plan Committee, 1992."
Glenn,01-7-07-12-02-0-1,478,7,Constituent Services,Grants and Projects,"Cleveland Office - Center for Biomedical Ethics, 1992."
Glenn,01-7-07-12-02-0-1,478,8,Constituent Services,Grants and Projects,"Cleveland Office - Cleveland Advanced Manufacturing Program, 1995."
Glenn,01-7-07-12-02-0-1,478,9,Constituent Services,Grants and Projects,"Cleveland Office - Cleveland Area Economic Conference, 1993."
Glenn,01-7-07-12-02-0-1,478,10,Constituent Services,Grants and Projects,"Cleveland Office - Cleveland Northeast Corridor Industrial Summit, 1993."
Glenn,01-7-07-12-02-0-1,478,11,Constituent Services,Grants and Projects,"Cleveland Office - Cleveland Partner Cities, food aid to Russia, 1992."
Glenn,01-7-07-12-02-0-1,478,12,Constituent Services,Grants and Projects,"Cleveland Office - Cleveland Tomorrow Technology Leadership Council, 1993."
Glenn,01-7-07-12-02-0-1,478,13,Constituent Services,Grants and Projects,"Cleveland Office - Cleveland Tomorrow Technology Leadership Council, 1994."
Glenn,01-7-07-12-02-0-1,478,14,Constituent Services,Grants and Projects,"Cleveland Office - Cleveland World Trade Association, 1996."
Glenn,01-7-07-12-02-0-1,478,15,Constituent Services,Grants and Projects,"Cleveland Office - Coastal Resources Advisory Council, 1992-1993."
Glenn,01-7-07-12-02-0-1,478,16,Constituent Services,Grants and Projects,"Cleveland Office - Coastal Resources Advisory Council, 1994-1996."
Glenn,01-7-07-12-02-0-1,478,17,Constituent Services,Grants and Projects,"Cleveland Office - Coastal Resources Advisory Council, newspaper clippings, 1992-1995."
Glenn,01-7-07-12-02-0-1,478,18,Constituent Services,Grants and Projects,"Cleveland Office - Congressional Youth Leadership Council, 1990-1994."
Glenn,01-7-07-12-02-0-1,478,19,Constituent Services,Grants and Projects,"Cleveland Office - Constituent Mail and Telephone Calls, statistics on, 1990-1991."
Glenn,01-7-07-12-02-0-1,478,20,Constituent Services,Grants and Projects,"Cleveland Office - Cuyahoga Soil and Water Conservation District, 1992-1993."
Glenn,01-7-07-12-02-0-1,478,21,Constituent Services,Grants and Projects,"Cleveland Office - Cuyahoga Valley National Recreation Area, 1990-1991."
Glenn,01-7-07-12-02-0-1,478,22,Constituent Services,Grants and Projects,"Cleveland Office - Cuyahoga Valley National Recreation Area, 1992-1996."
Glenn,01-7-07-12-02-0-1,478,23,Constituent Services,Grants and Projects,"Cleveland Office - Economic Conferences in Ohio, April 12-15, 1993."
Glenn,01-7-07-12-02-0-1,478,24,Constituent Services,Grants and Projects,"Cleveland Office - Empowerment Center of Greater Cleveland, 1995."
Glenn,01-7-07-12-02-0-1,478,25,Constituent Services,Grants and Projects,"Cleveland Office - Glenn, Annie, biographical information and news articles, 1982-1989."
Glenn,01-7-07-12-02-0-1,478,26,Constituent Services,Grants and Projects,"Cleveland Office - Glenn, Annie, speeches, 1985-1989."
Glenn,01-7-07-12-02-0-1,478,27,Constituent Services,Grants and Projects,"Cleveland Office - Glenn, John H., website and gopher, 1993-1996."
Glenn,01-7-07-12-02-0-1,478,28,Constituent Services,Grants and Projects,"Cleveland Office - Global Rivers Environmental Education Network, 1992."
Glenn,01-7-07-12-02-0-1,478,29,Constituent Services,Grants and Projects,"Cleveland Office - Health Care Hearings of Rep. Thomas C. Sawyer, 1992."
Glenn,01-7-07-12-02-0-1,478,30,Constituent Services,Grants and Projects,"Cleveland Office - Health Care Hearings of Rep. Thomas C. Sawyer, 1994."
Glenn,01-7-07-12-02-0-1,478,31,Constituent Services,Grants and Projects,"Cleveland Office - Health Care Reform, 1991-1993."
Glenn,01-7-07-12-02-0-1,478,32,Constituent Services,Grants and Projects,"Cleveland Office - Health Trustee Institute, 1991."
Glenn,01-8-25-02-02-0-1,479,1,Constituent Services,Grants and Projects,"Cleveland Office - Industrial Brownfields Conferences, 1993."
Glenn,01-8-25-02-02-0-1,479,2,Constituent Services,Grants and Projects,"Cleveland Office - Interchurch Council of Greater Cleveland Hunger Task Force, 1995."
Glenn,01-8-25-02-02-0-1,479,3,Constituent Services,Grants and Projects,"Cleveland Office - Lead Poisoning, 1992-1994."
Glenn,01-8-25-02-02-0-1,479,4,Constituent Services,Grants and Projects,"Cleveland Office - Kent State University Northwest Ohio Employee Ownership Center, 1991-1993."
Glenn,01-8-25-02-02-0-1,479,5,Constituent Services,Grants and Projects,"Cleveland Office - Lake Erie Maritime Council, 1993."
Glenn,01-8-25-02-02-0-1,479,6,Constituent Services,Grants and Projects,"Cleveland Office - Memorandum, 1988-1989."
Glenn,01-8-25-02-02-0-1,479,7,Constituent Services,Grants and Projects,"Cleveland Office - Memorandum, 1990-1991."
Glenn,01-8-25-02-02-0-1,479,8,Constituent Services,Grants and Projects,"Cleveland Office - Memorandum, 1992-1993."
Glenn,01-8-25-02-02-0-1,479,9,Constituent Services,Grants and Projects,"Cleveland Office - Memorandum and E-mail Messages, 1994-1995."
Glenn,01-8-25-02-02-0-1,479,10,Constituent Services,Grants and Projects,"Cleveland Office - Minority Environmental Association, 1992-1994."
Glenn,01-8-25-02-02-0-1,479,11,Constituent Services,Grants and Projects,"Cleveland Office - Miscellaneous Events and Meetings, 1989-1991."
Glenn,01-8-25-02-02-0-1,479,12,Constituent Services,Grants and Projects,"Cleveland Office - Miscellaneous Events and Meetings, 1992-1993."
Glenn,01-8-25-02-02-0-1,479,13,Constituent Services,Grants and Projects,"Cleveland Office - Miscellaneous Events and Meetings, 1994."
Glenn,01-8-25-02-02-0-1,479,14,Constituent Services,Grants and Projects,"Cleveland Office - Miscellaneous Events and Meetings, 1995-1996."
Glenn,01-8-25-02-02-0-1,479,15,Constituent Services,Grants and Projects,"Cleveland Office - Mount Sinai Incinerator, 1994."
Glenn,01-8-25-02-02-0-1,479,16,Constituent Services,Grants and Projects,"Cleveland Office - Northern Ohio District Export Council, 1991-1993."
Glenn,01-8-25-02-02-0-1,479,17,Constituent Services,Grants and Projects,"Cleveland Office - Nuclear Test Ban Treaty, 1993."
Glenn,01-8-25-02-02-0-1,479,18,Constituent Services,Grants and Projects,"Cleveland Office - Ohio and Erie Canal Corridor Project, 1991-1993."
Glenn,01-8-25-02-02-0-1,479,19,Constituent Services,Grants and Projects,"Cleveland Office - Persian Gulf War, 1990-1991."
Glenn,01-8-25-02-02-0-1,479,20,Constituent Services,Grants and Projects,"Cleveland Office - Summit County Welfare Rights Organization, 1995."
Glenn,01-8-25-02-02-0-1,479,21,Constituent Services,Grants and Projects,"Cleveland Office - Taiwan Trade Conference, 1992."
Glenn,01-8-25-02-02-0-1,479,22,Constituent Services,Grants and Projects,"Cleveland Office - Trumbull County Schools Civic Day, 1990-1995."
Glenn,01-8-25-02-02-0-1,479,23,Constituent Services,Grants and Projects,"Cleveland Office - ""20/20 Vision"" organization, 1991."
Glenn,01-8-25-02-02-0-1,479,24,Constituent Services,Grants and Projects,"Cleveland Office - Willowcreek Landfill, Portage County, 1993."
Glenn,01-8-25-02-02-0-1,479,25,Constituent Services,Grants and Projects,"Cleveland Office - Whiskey Island Development, 1991-1993."
Glenn,01-8-25-02-02-0-1,479,26,Constituent Services,Grants and Projects,"Cleveland Office - Year End Review, 1990-1991."
Glenn,01-8-25-02-02-0-1,479,27,Constituent Services,Grants and Projects,"Cleveland Office - Youngstown State University, 1991-1993."
Glenn,01-8-25-02-02-0-1,479,28,Constituent Services,Grants and Projects,"Cleveland Office - Youngstown State University Environmental Center, 1991-1992."
Glenn,01-8-27-03-04-0-1,480,1,Media Relations,Media Reviews,March 1985.
Glenn,01-8-27-03-04-0-1,480,2,Media Relations,Media Reviews,April 1985.
Glenn,01-8-27-03-04-0-1,480,3,Media Relations,Media Reviews,May 1985.
Glenn,01-8-27-03-04-0-1,480,4,Media Relations,Media Reviews,June 1985.
Glenn,01-8-27-03-04-0-1,480,5,Media Relations,Media Reviews,July 1985.
Glenn,01-8-27-03-04-0-1,480,6,Media Relations,Media Reviews,August 1985.
Glenn,01-8-27-03-04-0-1,480,7,Media Relations,Media Reviews,September 1985.
Glenn,01-8-27-03-04-0-1,480,8,Media Relations,Media Reviews,October 1985.
Glenn,01-8-27-03-04-0-1,480,9,Media Relations,Media Reviews,November 1985.
Glenn,01-8-27-03-04-0-1,480,10,Media Relations,Media Reviews,"November 29 - December 12, 1985."
Glenn,01-8-27-03-04-0-1,480,11,Media Relations,Media Reviews,"December 13, 1985 - January 2, 1986."
Glenn,01-8-27-03-04-0-1,480,12,Media Relations,Media Reviews,"January 3-16, 1986."
Glenn,01-8-27-03-04-0-1,480,13,Media Relations,Media Reviews,"January 17-31, 1986."
Glenn,01-8-27-03-04-0-1,480,14,Media Relations,Media Reviews,"February 1-13, 1986."
Glenn,01-8-27-03-04-0-1,480,15,Media Relations,Media Reviews,"February 14-27, 1986."
Glenn,01-8-27-03-04-0-1,480,16,Media Relations,Media Reviews,"February 28 - March 13, 1986."
Glenn,01-8-27-03-04-0-1,480,17,Media Relations,Media Reviews,"March 14-27, 1986."
Glenn,01-8-27-03-04-0-1,480,18,Media Relations,Media Reviews,"March 28 - April 10, 1986."
Glenn,01-8-27-03-04-0-1,480,19,Media Relations,Media Reviews,"April 11-24, 1986."
Glenn,01-8-27-01-06-0-1,481,1,Media Relations,Media Reviews,"April 25 - May 1, 1986."
Glenn,01-8-27-01-06-0-1,481,2,Media Relations,Media Reviews,"May 2-8, 1986."
Glenn,01-8-27-01-06-0-1,481,3,Media Relations,Media Reviews,"May 9-15, 1986."
Glenn,01-8-27-01-06-0-1,481,4,Media Relations,Media Reviews,"May 16-22, 1986."
Glenn,01-8-27-01-06-0-1,481,5,Media Relations,Media Reviews,"May 23-29, 1986."
Glenn,01-8-27-01-06-0-1,481,6,Media Relations,Media Reviews,"May 30 - June 12, 1986."
Glenn,01-8-27-01-06-0-1,481,7,Media Relations,Media Reviews,"June 13-26, 1986."
Glenn,01-8-27-01-06-0-1,481,8,Media Relations,Media Reviews,"June 27 - July 10, 1986."
Glenn,01-8-27-01-06-0-1,481,9,Media Relations,Media Reviews,"July 11-24, 1986."
Glenn,01-8-27-01-06-0-1,481,10,Media Relations,Media Reviews,"July 25-31, 1986."
Glenn,01-8-27-01-06-0-1,481,11,Media Relations,Media Reviews,"August 1-7, 1986."
Glenn,01-8-27-01-06-0-1,481,12,Media Relations,Media Reviews,"August 8-14, 1986."
Glenn,01-8-27-01-06-0-1,481,13,Media Relations,Media Reviews,"August 15-29, 1986."
Glenn,01-8-27-01-06-0-1,481,14,Media Relations,Media Reviews,"August 30 - September 4, 1986."
Glenn,01-8-27-01-06-0-1,481,15,Media Relations,Media Reviews,"September 5-11, 1986."
Glenn,01-8-27-01-06-0-1,481,16,Media Relations,Media Reviews,"September 12-18, 1986."
Glenn,01-8-27-01-06-0-1,481,17,Media Relations,Media Reviews,"September 19-24, 1986."
Glenn,01-8-27-01-06-0-1,481,18,Media Relations,Media Reviews,"September 25 - October 9, 1986."
Glenn,01-8-27-01-06-0-1,481,19,Media Relations,Media Reviews,"October 10-23, 1986."
Glenn,01-8-27-01-06-0-1,481,20,Media Relations,Media Reviews,"October 24-30, 1986."
Glenn,01-8-27-01-06-0-1,481,21,Media Relations,Media Reviews,"[Representative Thomas] Kindness, October 1986."
Glenn,01-7-29-19-08-0-1,482,1,Media Relations,Media Reviews,"October 31 - November 13, 1986."
Glenn,01-7-29-19-08-0-1,482,2,Media Relations,Media Reviews,"November 14-25, 1986."
Glenn,01-7-29-19-08-0-1,482,3,Media Relations,Media Reviews,"November 27 - December 12, 1986."
Glenn,01-7-29-19-08-0-1,482,4,Media Relations,Media Reviews,"December 13-31, 1986."
Glenn,01-7-29-19-08-0-1,482,5,Media Relations,Media Reviews,"January 2-15, 1987."
Glenn,01-7-29-19-08-0-1,482,6,Media Relations,Media Reviews,"January 16-29, 1987."
Glenn,01-7-29-19-08-0-1,482,7,Media Relations,Media Reviews,"January 29 - February 12, 1987."
Glenn,01-7-29-19-08-0-1,482,8,Media Relations,Media Reviews,"February 13-19, 1987."
Glenn,01-7-29-19-08-0-1,482,9,Media Relations,Media Reviews,"Twenty-fifth Anniversary of Friendship 7 Space Flight Clippings, February 20, 1987."
Glenn,01-7-29-19-08-0-1,482,10,Media Relations,Media Reviews,"February 20 - March 26, 1987."
Glenn,01-7-29-19-08-0-1,482,11,Media Relations,Media Reviews,"March 27 - April 30, 1987."
Glenn,01-7-29-19-08-0-1,482,12,Media Relations,Media Reviews,"May 1-28, 1987."
Glenn,01-7-29-19-08-0-1,482,13,Media Relations,Media Reviews,"May 29 - June 25, 1987."
Glenn,01-7-29-19-08-0-1,482,14,Media Relations,Media Reviews,"June 26 - July 31, 1987."
Glenn,01-7-29-19-08-0-1,482,15,Media Relations,Media Reviews,"August 1 - September 4, 1987."
Glenn,01-7-29-19-08-0-1,482,16,Media Relations,Media Reviews,"September 7 - October 2, 1987."
Glenn,01-7-29-19-08-0-1,482,17,Media Relations,Media Reviews,"October 5-30, 1987."
Glenn,01-7-29-19-08-0-1,482,18,Media Relations,Media Reviews,"November 1 - December 4, 1987."
Glenn,01-7-29-19-08-0-1,482,19,Media Relations,Media Reviews,"December 4, 1987 - January 8, 1988."
Glenn,01-7-29-19-08-0-1,482,20,Media Relations,Media Reviews,"January 10-31, 1988."
Glenn,01-7-29-19-08-0-1,482,21,Media Relations,Media Reviews,"February 1-28, 1988."
Glenn,01-7-29-19-07-0-1,483,1,Media Relations,Media Reviews,"September 2-29, 1989."
Glenn,01-7-29-19-07-0-1,483,2,Media Relations,Media Reviews,"Committee Issue Clippings, September 1989."
Glenn,01-7-29-19-07-0-1,483,3,Media Relations,Media Reviews,"September 30 - November 3, 1989."
Glenn,01-7-29-19-07-0-1,483,4,Media Relations,Media Reviews,"November 4-19, 1989."
Glenn,01-7-29-19-07-0-1,483,5,Media Relations,Media Reviews,"November 20 - December 1, 1989."
